,GoogleMapsAddress,TimeCrawled,PostalCode,Latitude,Longitude,StreetNumber,StreetAddress,Neighborhood,Borough,County,State,PostalSuffix,CurrentOverallRanking,PlaceID,OutageCustomers,Problem,CrewStatus,Cause,UniqueID,DateCrawled,TimeStampCrawled,DateFixed
65994,106 LEILA ST,53:46.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666036427,2022-10-18T12:42:29.000Z
65995,108 LEILA ST,53:51.0,,40.7407028,-73.8536122,,108th Street,,Queens,Queens County,New York,,,ChIJ5XoWGtJfwokR0EPVEicKNzE,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666036431,2022-10-18T12:42:29.000Z
65996,11,10:38.0,,40.7531943,-73.9467457,,11th Street,,Queens,Queens County,New York,,,ChIJ5UjzaSZZwokRx0bgBXdW8YA,9,Building Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666019438,2022-10-18T09:42:07.000Z
65997,112 LEILA ST,53:52.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666036432,2022-10-18T12:42:29.000Z
65998,113 LEILA ST,53:50.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666036430,2022-10-18T00:40:56.000Z
65999,114 LEILA ST,53:48.0,,40.7549562,-73.8538398,,114th Street,,Queens,Queens County,New York,,,ChIJLQSZxMJfwokRMmK86CLfc1c,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666036429,2022-10-18T09:42:07.000Z
66000,116 LEILA ST,02:58.0,,40.8050482,-73.956822,,West 116th Street,,Manhattan,New York County,New York,,,ChIJD9EziRb2wokR-IUox_93g8E,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666044179,2022-10-18T12:42:29.000Z
66002,13,53:41.0,,40.7568983,-73.9408705,,13th Street,,Queens,Queens County,New York,,,ChIJ1YcgBM1YwokRV9Aq4cXWZmo,3,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666036422,2022-10-18T12:42:29.000Z
66003,14,04:39.0,,40.7671732,-73.9328996,,14th Street,,Queens,Queens County,New York,,,ChIJT6vvdzVfwokRyFA541NAEKM,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666037080,2022-10-18T00:40:57.000Z
66004,17,56:04.0,,40.660925,-73.986644,,17th Street,,Brooklyn,Kings County,New York,,,ChIJLSMrbuFawokRyCGLo5pzWvc,8,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666036565,2022-10-18T03:41:23.000Z
66005,27,35:43.0,,40.6544695,-73.9212228,,New York 27,,,,New York,,,ChIJzRpw-SRbwokRvD389N5pjSA,2,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666060543,2022-10-18T09:42:09.000Z
66007,45,49:32.0,,40.7560956,-73.7793278,,45th Drive,,Queens,Queens County,New York,,,ChIJVaDePNthwokR8VamRLzokZg,2,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666000172,2022-10-17T15:39:48.000Z
66008,5,52:36.0,,40.6222529,-74.1897225,,5th Street,Bloomfield,Staten Island,Richmond County,New York,,,ChIJSfigXuBMwokR5oWoCgr6oyk,2,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666000356,2022-10-17T15:39:48.000Z
66009,5,25:53.0,,40.6222529,-74.1897225,,5th Street,Bloomfield,Staten Island,Richmond County,New York,,,ChIJSfigXuBMwokR5oWoCgr6oyk,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-17T04:00:00.000Z,1666038354,2022-10-18T03:41:24.000Z
66022,11,02:41.0,,40.7531943,-73.9467457,,11th Street,,Queens,Queens County,New York,,,ChIJ5UjzaSZZwokRx0bgBXdW8YA,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-16T04:00:00.000Z,1665914562,2022-10-16T15:36:51.000Z
66024,12,03:20.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-16T04:00:00.000Z,1665929000,2022-10-16T18:37:12.000Z
66027,19,43:02.0,,40.7807263,-73.9186172,,19th Street,Ditmars Steinway,Queens,Queens County,New York,,,ChIJz-x9ulpfwokRrA0z5zglUgw,3,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-16T04:00:00.000Z,1665963782,2022-10-17T03:38:22.000Z
66029,26,59:19.0,,40.777202,-73.9150901,,26th Street,,Queens,Queens County,New York,,,ChIJGWb7A11fwokRr7rY6zW_p1o,2,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-16T04:00:00.000Z,1665914360,2022-10-16T15:36:51.000Z
66030,27,58:42.0,,40.6544695,-73.9212228,,New York 27,,,,New York,,,ChIJzRpw-SRbwokRvD389N5pjSA,1,Building Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-16T04:00:00.000Z,1665939523,2022-10-16T21:37:37.000Z
66032,44,23:09.0,,40.6428025,-73.9974554,,44th Street,,Brooklyn,Kings County,New York,,,ChIJuf1iz81awokRkdkirDYS_oY,3,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-16T04:00:00.000Z,1665894190,2022-10-16T09:36:05.000Z
66040,13,33:13.0,,40.7568983,-73.9408705,,13th Street,,Queens,Queens County,New York,,,ChIJ1YcgBM1YwokRV9Aq4cXWZmo,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665844393,2022-10-15T18:33:41.000Z
66078,12,22:18.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665861738,2022-10-16T00:34:35.000Z
66082,17,16:21.0,,40.660925,-73.986644,,17th Street,,Brooklyn,Kings County,New York,,,ChIJLSMrbuFawokRyCGLo5pzWvc,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665839782,2022-10-15T18:33:42.000Z
66084,37,46:57.0,,40.7576894,-73.9222454,,37th Street,,Queens,Queens County,New York,,,ChIJLXO6DUBfwokRRnM4izfbxJ4,2,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665877617,2022-10-16T06:35:37.000Z
66087,100 PINECREST DR,21:56.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836517,2022-10-15T15:33:20.000Z
66088,111 PINECREST DR,20:35.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836435,2022-10-15T15:33:20.000Z
66089,114 PINECREST DR,20:34.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836435,2022-10-15T18:33:41.000Z
66090,131 PINECREST DR,19:12.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836352,2022-10-15T18:33:41.000Z
66091,18 STONEHOUSE RD,02:07.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Service Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665856928,2022-10-16T00:34:36.000Z
66092,41 PINECREST PKWY,24:14.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836655,2022-10-15T18:33:43.000Z
66093,42 PINECREST PKWY,24:08.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836649,2022-10-15T18:33:43.000Z
66094,61 PINECREST DR,27:03.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836823,2022-10-15T18:33:43.000Z
66095,66 PINECREST DR,27:04.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836824,2022-10-15T18:33:43.000Z
66096,71 PINECREST DR,58:57.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665838738,2022-10-15T18:33:43.000Z
66097,72 PINECREST PKWY,28:30.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836910,2022-10-15T18:33:43.000Z
66098,78 PINECREST DR,21:57.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836517,2022-10-15T18:33:44.000Z
66099,80 PINECREST DR,21:57.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836518,2022-10-15T18:33:44.000Z
66100,81 PINECREST DR,21:55.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836515,2022-10-15T18:33:44.000Z
66101,82 PINECREST DR,21:55.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665836516,2022-10-15T18:33:44.000Z
66102,99 PINECREST PKWY,44:17.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665837858,2022-10-15T18:33:44.000Z
66105,5,48:22.0,,40.6222529,-74.1897225,,5th Street,Bloomfield,Staten Island,Richmond County,New York,,,ChIJSfigXuBMwokR5oWoCgr6oyk,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665841703,2022-10-15T18:33:43.000Z
66106,5,20:31.0,,40.6222529,-74.1897225,,5th Street,Bloomfield,Staten Island,Richmond County,New York,,,ChIJSfigXuBMwokR5oWoCgr6oyk,2,Building Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665872431,2022-10-16T06:35:37.000Z
66108,14,35:58.0,,40.7671732,-73.9328996,,14th Street,,Queens,Queens County,New York,,,ChIJT6vvdzVfwokRyFA541NAEKM,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665887758,2022-10-16T06:35:35.000Z
66109,120,32:21.0,,40.6859925,-73.8230086,,120th Street,,Queens,Queens County,New York,,,ChIJZ2_mJU9nwokRCgwekwRPdXs,2,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-15T04:00:00.000Z,1665876741,2022-10-16T06:35:35.000Z
66111,1 ANTONIO CT,01:03.0,,40.772819,-74.0419093,,U.S. Highway 1,,,,New York,,,EhdVUy0xLCBOZXcgWW9yaywgTlksIFVTQSIuKiwKFAoSCUVfGslyaKOJEfcuAd9th7smEhQKEgk7CD_TpU_CiRFi_nfhBo8LyA,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665727263,2022-10-14T18:26:32.000Z
66112,10 TERESA LA,01:01.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665727262,2022-10-14T18:26:32.000Z
66114,101,11:57.0,,40.6831258,-73.8404398,,101st Street,,Queens,Queens County,New York,,,ChIJx3o09FhnwokRPzGnsk5K0_g,13,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-10-14T04:00:00.000Z,1665745917,2022-10-14T18:26:33.000Z
66117,11 BRUCE LA,16:08.0,,40.7531943,-73.9467457,,11th Street,,Queens,Queens County,New York,,,ChIJ5UjzaSZZwokRx0bgBXdW8YA,1,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665760569,2022-10-15T00:31:12.000Z
66121,12 BRUCE LA,16:08.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,1,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665760568,2022-10-15T00:31:12.000Z
66123,13 BRUCE LA,16:08.0,,40.7568983,-73.9408705,,13th Street,,Queens,Queens County,New York,,,ChIJ1YcgBM1YwokRV9Aq4cXWZmo,1,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665760569,2022-10-15T00:31:12.000Z
66127,14,49:04.0,,40.7671732,-73.9328996,,14th Street,,Queens,Queens County,New York,,,ChIJT6vvdzVfwokRyFA541NAEKM,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665794944,2022-10-15T06:32:05.000Z
66139,15 BRUCE LA,16:13.0,,40.7851704,-73.7998435,,15th Drive,,Queens,Queens County,New York,,,ChIJfT6LOpSKwokRJuozJbv6pp4,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665764174,2022-10-14T21:29:11.000Z
66150,17,11:06.0,,40.660925,-73.986644,,17th Street,,Brooklyn,Kings County,New York,,,ChIJLSMrbuFawokRyCGLo5pzWvc,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665792666,2022-10-15T03:31:42.000Z
66151,17 BRUCE LA,16:13.0,,40.660925,-73.986644,,17th Street,,Brooklyn,Kings County,New York,,,ChIJLSMrbuFawokRyCGLo5pzWvc,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665764174,2022-10-14T21:29:14.000Z
66171,210 ILLINGTON RD,08:58.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665738538,2022-10-14T18:27:04.000Z
66185,25 BRUCE LA,16:14.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665764174,2022-10-14T21:29:27.000Z
66190,26 BRUCE LA,16:13.0,,40.777202,-73.9150901,,26th Street,,Queens,Queens County,New York,,,ChIJGWb7A11fwokRr7rY6zW_p1o,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665764173,2022-10-14T21:29:29.000Z
66197,29,29:25.0,,40.7659885,-73.9243365,,29th Street,,Queens,Queens County,New York,,,ChIJfTJUajhfwokRiCej9JDN8sI,2,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665754165,2022-10-14T18:27:16.000Z
66201,3 ANTONIO CT,01:03.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665727263,2022-10-14T18:27:17.000Z
66211,34 S REGENT ST,59:51.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,6,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-10-14T04:00:00.000Z,1665745191,2022-10-14T18:27:23.000Z
66232,37 BANKSVILLE RD,47:49.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665726469,2022-10-14T18:27:27.000Z
66259,4 TERESA LA,01:01.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665727262,2022-10-14T18:27:30.000Z
66277,410 ILLINGTON RD,04:40.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665720280,2022-10-14T18:27:31.000Z
66328,491 ILLINGTON RD,21:36.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665739297,2022-10-15T03:31:45.000Z
66335,5 ANTONIO CT,01:02.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665727263,2022-10-14T18:27:39.000Z
66338,5 TERESA LA,01:02.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665727262,2022-10-14T18:27:39.000Z
66352,6 TERESA LA,01:01.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665727262,2022-10-14T18:27:50.000Z
66359,7 TERESA LA,01:02.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665727263,2022-10-14T18:28:08.000Z
66366,8 TERESA LA,01:02.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665727262,2022-10-14T18:28:19.000Z
66372,9 ANTONIO CT,01:02.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-14T04:00:00.000Z,1665727263,2022-10-14T18:28:23.000Z
66376,11428 211 ST,19:00.0,,40.7410294,-73.7634591,,211th Street,,Queens,Queens County,New York,,,ChIJVwsvZOdhwokRWx00KsYTLSQ,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665685140,2022-10-14T18:26:45.000Z
66432,25,28:18.0,,40.7778178,-73.9156322,,25th Street,Ditmars Steinway,Queens,Queens County,New York,,,ChIJmSrEukRfwokR8yr3nE8FIes,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665700099,2022-10-14T21:29:27.000Z
66438,28 ROLLING HILLS LA,46:43.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665704804,2022-10-14T18:27:13.000Z
66439,281 ILLINGTON RD,47:29.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665719250,2022-10-15T00:31:15.000Z
66442,293 ILLINGTON RD,47:29.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665719250,2022-10-15T03:31:43.000Z
66445,300 ILLINGTON RD,34:17.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665714857,2022-10-14T18:27:18.000Z
66450,32 ROLLING HILLS LA,27:53.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665707273,2022-10-14T18:27:19.000Z
66452,320 ILLINGTON RD,34:56.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665714896,2022-10-14T18:27:19.000Z
66454,33 ROLLING HILLS LA,27:53.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665707274,2022-10-14T18:27:20.000Z
66456,34 ROLLING HILLS LA,27:53.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665707274,2022-10-14T18:27:23.000Z
66457,340 ILLINGTON RD,55:38.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665716138,2022-10-14T18:27:23.000Z
