,GoogleMapsAddress,TimeCrawled,PostalCode,Latitude,Longitude,StreetNumber,StreetAddress,Neighborhood,Borough,County,State,PostalSuffix,CurrentOverallRanking,PlaceID,OutageCustomers,Problem,CrewStatus,Cause,UniqueID,DateCrawled,TimeStampCrawled,DateFixed
69576,29,18:43.0,,40.7659885,-73.9243365,,29th Street,,Queens,Queens County,New York,,,ChIJfTJUajhfwokRiCej9JDN8sI,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-16T04:00:00.000Z,1663316323,2022-09-16T19:45:35.000Z
69655,32,12:34.0,,40.7660046,-73.9209969,,32nd Street,,Queens,Queens County,New York,,,ChIJaf-IpjhfwokRJ3Gfw2SKurE,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-16T04:00:00.000Z,1663312354,2022-09-16T19:45:44.000Z
69746,38,10:30.0,,40.6466647,-73.9943615,,38th Street,,Brooklyn,Kings County,New York,,,ChIJmQ7X0tVawokRpkhovQEHvzU,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-16T04:00:00.000Z,1663312231,2022-09-16T19:45:52.000Z
69824,44,21:18.0,,40.6428025,-73.9974554,,44th Street,,Brooklyn,Kings County,New York,,,ChIJuf1iz81awokRkdkirDYS_oY,2,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-16T04:00:00.000Z,1663320078,2022-09-16T19:45:59.000Z
69825,46,39:31.0,,40.7387891,-73.9195723,,46th Street,,Queens,Queens County,New York,,,ChIJJavQpttewokRHAoeDsiin1A,2,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-16T04:00:00.000Z,1663317571,2022-09-16T19:45:59.000Z
69848,78,08:49.0,,40.7134218,-73.8752645,,78th Street,,Queens,Queens County,New York,,,ChIJx6lgnutdwokRTXrYkztn6eI,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-16T04:00:00.000Z,1663322930,2022-09-16T19:46:20.000Z
69857,97,10:33.0,,40.6828329,-73.843272,,97th Street,,Queens,Queens County,New York,,,ChIJ4WsbNvZdwokRnl-tymZouB0,3,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-16T04:00:00.000Z,1663323033,2022-09-16T19:46:23.000Z
69860,10 LUNDY LA,26:24.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241185,2022-09-16T19:45:08.000Z
69861,11,03:52.0,,40.7531943,-73.9467457,,11th Street,,Queens,Queens County,New York,,,ChIJ5UjzaSZZwokRx0bgBXdW8YA,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663232633,2022-09-16T19:45:15.000Z
69862,11 LUNDY LA,26:25.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241186,2022-09-16T19:45:15.000Z
69872,12 LUNDY LA,26:25.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241186,2022-09-16T19:45:23.000Z
69874,14 LUNDY LA,26:25.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241185,2022-09-16T19:45:26.000Z
69878,15 LUNDY LA,26:24.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241184,2022-09-16T19:45:27.000Z
69879,16 LUNDY LA,26:23.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241184,2022-09-16T19:45:27.000Z
69882,19,03:48.0,,40.7807263,-73.9186172,,19th Street,Ditmars Steinway,Queens,Queens County,New York,,,ChIJz-x9ulpfwokRrA0z5zglUgw,2,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663214628,2022-09-16T19:45:29.000Z
69883,2 LUNDY LA,26:24.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241185,2022-09-16T19:45:29.000Z
69902,3 LUNDY LA,26:23.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241184,2022-09-16T19:45:37.000Z
69909,33,22:43.0,,40.7661397,-73.9197859,,33rd Street,,Queens,Queens County,New York,,,ChIJpfEeVT9fwokR5hDoDz1u5Rs,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Animal Contact With Equipment,1,2022-09-15T04:00:00.000Z,1663215764,2022-09-16T19:45:45.000Z
69913,37,04:02.0,,40.7576894,-73.9222454,,37th Street,,Queens,Queens County,New York,,,ChIJLXO6DUBfwokRRnM4izfbxJ4,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Animal Contact With Equipment,1,2022-09-15T04:00:00.000Z,1663218243,2022-09-16T19:45:52.000Z
69916,4 LUNDY LA,26:25.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241185,2022-09-16T19:45:58.000Z
69919,428,52:35.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,426,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663260755,2022-09-16T19:45:58.000Z
69920,43,46:06.0,,40.7601029,-73.9147768,,43rd Street,,Queens,Queens County,New York,,,ChIJvSVF_BZfwokRVtFdb1ABfpc,3,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Animal Contact With Equipment,1,2022-09-15T04:00:00.000Z,1663217166,2022-09-16T19:45:58.000Z
69926,47,04:30.0,,40.756658,-73.9131691,,47th Street,,Queens,Queens County,New York,,,ChIJ4dKyuWxfwokRyX6kiVmGMvM,3,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Animal Contact With Equipment,1,2022-09-15T04:00:00.000Z,1663218271,2022-09-16T19:45:59.000Z
69936,50 SNOWDEN AV,01:39.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663250500,2022-09-16T19:46:00.000Z
69943,54 SNOWDEN AV,01:40.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663250500,2022-09-16T19:46:01.000Z
69946,56 SNOWDEN AV,01:39.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663250499,2022-09-16T19:46:01.000Z
69950,58 SNOWDEN AV,01:38.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663250499,2022-09-16T19:46:02.000Z
69954,6 LUNDY LA,26:24.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241184,2022-09-16T19:46:03.000Z
69990,63 SNOWDEN AV,01:39.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663250500,2022-09-16T19:46:08.000Z
69991,64,33:18.0,,40.6256017,-73.9992614,,64th Street,,Brooklyn,Kings County,New York,,,ChIJA5ykzztFwokRESNXO3mu7N0,9,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663288399,2022-09-16T19:46:08.000Z
70000,67 SNOWDEN AV,01:39.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663250499,2022-09-16T19:46:10.000Z
70127,75,07:15.0,,40.675989,-73.8615563,,75th Street,,,,New York,,,ChIJR9NiQ5RdwokRgy-7Wxe8TCQ,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-15T04:00:00.000Z,1663261636,2022-09-16T19:46:20.000Z
70129,8 LUNDY LA,26:25.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241185,2022-09-16T19:46:21.000Z
70142,9 LUNDY LA,26:26.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-15T04:00:00.000Z,1663241186,2022-09-16T19:46:22.000Z
70152,1 ROBINS NEST LA,34:48.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,We're sending another crew to complete the repairs. Power will be restored as quickly as possible. We apologize for any inconvenience.,Emergency Repairs,1,2022-09-14T04:00:00.000Z,1663209288,2022-09-16T19:45:07.000Z
70155,11,53:37.0,,40.7531943,-73.9467457,,11th Street,,Queens,Queens County,New York,,,ChIJ5UjzaSZZwokRx0bgBXdW8YA,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663149218,2022-09-14T17:30:45.000Z
70157,12,58:48.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663138728,2022-09-14T14:30:21.000Z
70159,13,42:45.0,,40.7568983,-73.9408705,,13th Street,,Queens,Queens County,New York,,,ChIJ1YcgBM1YwokRV9Aq4cXWZmo,1,No Lights,We're sending another crew to complete the repairs. Power will be restored as quickly as possible. We apologize for any inconvenience.,Emergency Repairs,1,2022-09-14T04:00:00.000Z,1663209766,2022-09-16T19:45:24.000Z
70161,14,57:58.0,,40.7671732,-73.9328996,,14th Street,,Queens,Queens County,New York,,,ChIJT6vvdzVfwokRyFA541NAEKM,1,Building Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663214278,2022-09-16T19:45:26.000Z
70164,167,00:07.0,,40.7595667,-73.7993701,,167th Street,,Queens,Queens County,New York,,,ChIJD3JrwC1gwokRYA7Lw41AJfc,29,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663178407,2022-09-14T23:31:32.000Z
70172,18 SHADOW LA,03:39.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,We're sending another crew to complete the repairs. Power will be restored as quickly as possible. We apologize for any inconvenience.,Emergency Repairs,1,2022-09-14T04:00:00.000Z,1663211019,2022-09-16T19:45:28.000Z
70176,2 ROBINS NEST LA,34:48.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,We're sending another crew to complete the repairs. Power will be restored as quickly as possible. We apologize for any inconvenience.,Emergency Repairs,1,2022-09-14T04:00:00.000Z,1663209289,2022-09-16T19:45:29.000Z
70203,253 BOULEVARD,04:09.0,,40.7377667,-73.7153971,,253rd Street,,Queens,Queens County,New York,,,ChIJobE5uG1iwokRolHRUdebCJQ,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663142650,2022-09-14T17:30:47.000Z
70245,3 ROBINS NEST LA,34:48.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,We're sending another crew to complete the repairs. Power will be restored as quickly as possible. We apologize for any inconvenience.,Emergency Repairs,1,2022-09-14T04:00:00.000Z,1663209288,2022-09-16T19:45:37.000Z
70281,4 ROBINS NEST LA,34:48.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,We're sending another crew to complete the repairs. Power will be restored as quickly as possible. We apologize for any inconvenience.,Emergency Repairs,1,2022-09-14T04:00:00.000Z,1663209289,2022-09-16T19:45:58.000Z
70289,46 SNOWDEN AV,05:01.0,,40.7224723,-73.9861484,,A Avenue,,Manhattan,New York County,New York,,,ChIJKT6atYNZwokRSp00axyCkr4,2,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663160701,2022-09-14T20:31:09.000Z
70292,48 SNOWDEN AV,04:59.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663160700,2022-09-14T20:31:10.000Z
70294,5,38:49.0,,40.6222529,-74.1897225,,5th Street,Bloomfield,Staten Island,Richmond County,New York,,,ChIJSfigXuBMwokR5oWoCgr6oyk,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663184329,2022-09-14T23:31:35.000Z
70296,5 ROBINS NEST LA,34:48.0,,34.0522342,-118.2436849,,,,,Los Angeles County,California,,,ChIJE9on3F3HwoAR9AhGJW_fL-I,1,No Lights,We're sending another crew to complete the repairs. Power will be restored as quickly as possible. We apologize for any inconvenience.,Emergency Repairs,1,2022-09-14T04:00:00.000Z,1663209289,2022-09-16T19:46:00.000Z
70299,51 SNOWDEN AV,05:03.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663160704,2022-09-14T17:30:47.000Z
70302,53 SNOWDEN AV,58:03.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,2,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663163884,2022-09-14T20:31:10.000Z
70303,55 SNOWDEN AV,05:02.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663160703,2022-09-14T20:31:10.000Z
70311,6 ROBINS NEST LA,34:48.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,We're sending another crew to complete the repairs. Power will be restored as quickly as possible. We apologize for any inconvenience.,Emergency Repairs,1,2022-09-14T04:00:00.000Z,1663209288,2022-09-16T19:46:03.000Z
70354,62,00:14.0,,40.7290028,-73.9040151,,62nd Street,,Queens,Queens County,New York,,,ChIJ34-bNCpcwokRdTpMyaz12mE,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663210815,2022-09-16T19:46:08.000Z
70401,85,33:05.0,,40.747931,-73.8811357,,85th Street,,Queens,Queens County,New York,,,ChIJPajU2aNfwokR5PoSEcbg6uA,2,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-14T04:00:00.000Z,1663169585,2022-09-14T20:31:12.000Z
70406,10 INNES RD,51:14.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055475,2022-09-13T11:26:30.000Z
70407,11 INNES RD,51:07.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055468,2022-09-13T11:26:30.000Z
70409,12,55:50.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,2,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663088150,2022-09-13T23:28:22.000Z
70412,12 INNES RD,51:13.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055474,2022-09-13T11:26:30.000Z
70417,13,38:04.0,,40.7568983,-73.9408705,,13th Street,,Queens,Queens County,New York,,,ChIJ1YcgBM1YwokRV9Aq4cXWZmo,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-13T04:00:00.000Z,1663061884,2022-09-13T14:26:56.000Z
70418,13,12:37.0,,40.7568983,-73.9408705,,13th Street,,Queens,Queens County,New York,,,ChIJ1YcgBM1YwokRV9Aq4cXWZmo,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663099958,2022-09-13T23:28:23.000Z
70419,13 INNES RD,51:08.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055469,2022-09-13T11:26:31.000Z
70425,14,03:59.0,,40.7671732,-73.9328996,,14th Street,,Queens,Queens County,New York,,,ChIJT6vvdzVfwokRyFA541NAEKM,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663085039,2022-09-14T02:28:49.000Z
70428,14 INNES RD,51:15.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055476,2022-09-13T11:26:31.000Z
70430,1420 OLD LOGGING RD,04:49.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663070689,2022-09-13T23:28:24.000Z
70433,15,17:56.0,,40.7851704,-73.7998435,,15th Drive,,Queens,Queens County,New York,,,ChIJfT6LOpSKwokRJuozJbv6pp4,8,Manhole Problem,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663103877,2022-09-14T05:29:16.000Z
70434,15 INNES RD,51:05.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055466,2022-09-13T11:26:31.000Z
70445,167,13:49.0,,40.7595667,-73.7993701,,167th Street,,Queens,Queens County,New York,,,ChIJD3JrwC1gwokRYA7Lw41AJfc,88,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663067629,2022-09-13T14:26:58.000Z
70446,167,24:55.0,,40.7595667,-73.7993701,,167th Street,,Queens,Queens County,New York,,,ChIJD3JrwC1gwokRYA7Lw41AJfc,69,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663118696,2022-09-14T14:30:22.000Z
70450,18 INNES RD,51:12.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055473,2022-09-13T11:26:31.000Z
70451,19,47:48.0,,40.7807263,-73.9186172,,19th Street,Ditmars Steinway,Queens,Queens County,New York,,,ChIJz-x9ulpfwokRrA0z5zglUgw,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055269,2022-09-13T11:26:31.000Z
70452,19,34:27.0,,40.7807263,-73.9186172,,19th Street,Ditmars Steinway,Queens,Queens County,New York,,,ChIJz-x9ulpfwokRrA0z5zglUgw,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663097667,2022-09-13T23:28:25.000Z
70453,19 INNES RD,51:09.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055470,2022-09-13T11:26:31.000Z
70459,21 INNES RD,51:06.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055467,2022-09-13T11:26:32.000Z
70462,22 INNES RD,51:14.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055474,2022-09-13T11:26:32.000Z
70463,23 INNES RD,51:11.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055471,2022-09-13T11:26:32.000Z
70466,24 INNES RD,51:01.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055462,2022-09-13T11:26:32.000Z
70467,25,44:33.0,,40.7778178,-73.9156322,,25th Street,Ditmars Steinway,Queens,Queens County,New York,,,ChIJmSrEukRfwokR8yr3nE8FIes,8,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663119873,2022-09-14T14:30:22.000Z
70468,25 INNES RD,51:03.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055464,2022-09-13T11:26:32.000Z
70473,29 INNES RD,51:05.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055465,2022-09-13T11:26:32.000Z
70482,31 INNES RD,51:02.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663055463,2022-09-13T11:26:33.000Z
70499,5,01:51.0,,40.6222529,-74.1897225,,5th Street,Bloomfield,Staten Island,Richmond County,New York,,,ChIJSfigXuBMwokR5oWoCgr6oyk,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-09-13T04:00:00.000Z,1663059712,2022-09-13T14:27:04.000Z
70500,5,14:47.0,,40.6222529,-74.1897225,,5th Street,Bloomfield,Staten Island,Richmond County,New York,,,ChIJSfigXuBMwokR5oWoCgr6oyk,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-09-13T04:00:00.000Z,1663107288,2022-09-14T02:28:53.000Z
