,Zip_Code,August
0,10001.0,2.5443660466110756
1,10002.0,2.5865267398102505
2,10003.0,2.6920477585041676
3,10004.0,2.0987654320987654
4,10005.0,3.2448377581120944
5,10006.0,5.065666041275797
6,10007.0,2.045209903121636
7,10009.0,2.6088537405690393
8,10010.0,2.32508073196986
9,10011.0,1.825340014316392
10,10012.0,1.8158236057068744
11,10013.0,1.8329938900203666
12,10014.0,1.5411330583894074
13,10016.0,2.328711805088168
14,10017.0,1.450536698578474
15,10018.0,2.158730158730159
16,10019.0,2.2004889975550124
17,10020.0,21.153846153846153
18,10021.0,1.8229166666666667
19,10022.0,1.7043202536662705
20,10023.0,1.822444041137326
21,10024.0,2.151483643925458
22,10025.0,2.399715288016676
23,10026.0,3.1057178116001647
24,10027.0,2.895685544830794
25,10028.0,1.8855065879145845
26,10029.0,4.061296897410735
27,10030.0,3.0134211192707014
28,10031.0,2.660064486411792
29,10032.0,3.2007487131492747
30,10033.0,2.637294446168166
31,10034.0,2.5451916124367315
32,10035.0,3.9986559139784945
33,10036.0,2.0536100302637266
34,10037.0,3.5527690700104495
35,10038.0,2.4784924211388772
36,10039.0,3.4676434676434678
37,10040.0,2.4240844519744558
38,10044.0,2.483343428225318
39,10065.0,2.101730837160014
40,10069.0,1.7684887459807075
41,10075.0,1.6643550624133148
42,,
43,,
44,,
45,,
46,,
47,,
48,10128.0,1.9188395152405435
49,10152.0,100.0
50,,
51,,
52,,
53,,
54,10167.0,
55,10168.0,100.0
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,10278.0,0.0
66,,
67,10280.0,2.5031289111389237
68,10282.0,3.3333333333333335
69,10301.0,2.556580050293378
70,10302.0,3.5740072202166067
71,10303.0,3.113156469951272
72,10304.0,2.653444116858751
73,10305.0,2.7402177815005384
74,10306.0,3.0068942603206246
75,10307.0,2.9079159935379644
76,10308.0,3.244052570287806
77,10309.0,3.1274680145316696
78,10310.0,2.550767706785537
79,10311.0,
80,10312.0,3.105781057810578
81,10314.0,2.732939997773572
82,10451.0,2.7801592161665645
83,10452.0,2.8495627395106613
84,10453.0,2.909878519634617
85,10454.0,4.198121892837415
86,10455.0,3.2740213523131674
87,10456.0,3.0007629058235143
88,10457.0,2.8816933878235353
89,10458.0,2.812969722997638
90,10459.0,2.820733104238259
91,10460.0,3.0967586456199543
92,10461.0,2.611709369971531
93,10462.0,2.345305062743401
94,10463.0,2.2902412675549155
95,10464.0,2.3450586264656614
96,10465.0,2.7325959661678594
97,10466.0,2.3610828414410747
98,10467.0,2.504886700933903
99,10468.0,2.485809356038364
100,10469.0,2.2469806197921542
101,10470.0,3.046974185357596
102,10471.0,1.9663452448477972
103,10472.0,2.445557237684872
104,10473.0,2.8226572894886903
105,10474.0,2.976190476190476
106,10475.0,2.1878898378274636
107,11001.0,2.7433295753476137
108,11003.0,2.8008157715839563
109,11004.0,2.2016592214422466
110,11005.0,4.136690647482014
111,11040.0,2.314478463933576
112,11101.0,2.5342118601115056
113,11102.0,2.706970448905933
114,11103.0,2.041742286751361
115,11104.0,1.8532818532818531
116,11105.0,3.0795390137918006
117,11106.0,2.9523967490462764
118,11109.0,4.119850187265917
