,August,median_household_income,zip,percent_elderly
104,3.252710592160134,77343.0,11216,11.09842698138231
105,3.1084005508557935,122598.0,11217,10.875862556228068
106,2.8925178781086562,78249.0,11218,12.28711790393013
107,2.720535068691251,41907.0,11219,11.827540655035758
108,2.1544245228455754,55119.0,11220,12.712752462578731
109,3.247116784234688,65548.0,11221,10.282536047299665
110,2.2909777987718467,96435.0,11222,11.130482157450285
111,3.3593281343731256,56908.0,11223,15.911801242236026
112,4.101960784313725,35776.0,11224,28.83497488319038
113,2.4563006969039187,65200.0,11225,14.88621772007419
114,2.55420054200542,60896.0,11226,11.713656936428185
115,2.978056426332288,76278.0,11228,19.155385386754183
116,2.823151125401929,66332.0,11229,19.836647987400653
117,3.578932116206622,57770.0,11230,16.36693122906822
118,2.9876123390818554,108525.0,11231,9.241718700391576
119,2.6523297491039424,74072.0,11232,7.761971246368063
120,2.7886160201973835,48278.0,11233,11.51185523083864
121,2.664032567049808,84116.0,11234,18.82773425397247
122,3.7224240509661457,56308.0,11235,24.336657089741422
123,2.340752110514198,74015.0,11236,14.767104158023093
124,3.0101159634838393,57375.0,11237,8.122380911656546
125,3.112494441974211,100568.0,11238,12.358898043628182
126,4.667795972143798,29571.0,11239,30.96945137157107
127,2.290876825038316,45838.0,11354,21.695860633034705
128,1.9695561236346735,45527.0,11355,19.45598466038988
129,2.026160553988202,64324.0,11356,14.273306311522871
130,2.516309412861137,82858.0,11357,23.508150954683682
131,2.077230359520639,70777.0,11358,18.336288013091504
132,2.975698462555794,84356.0,11360,28.170654245183144
133,2.1777620396600565,86545.0,11361,20.865024008972696
134,2.543899144529491,92212.0,11362,24.617524339360223
135,1.7744705208929592,111094.0,11363,23.807433421129645
136,2.1110831867303346,87135.0,11364,19.940891094630015
137,1.985645933014354,70102.0,11365,17.46855705465356
138,2.524735585124531,91795.0,11366,17.775887731235382
139,2.426090414954262,64332.0,11367,17.891930943424427
140,2.8130422869668466,56904.0,11368,9.294042940889556
141,2.164239482200647,61860.0,11369,16.80513472127195
142,2.293577981651376,67582.0,11370,13.580330995028264
143,1.9245212166729253,61239.0,11372,14.396184258481625
144,1.9301731478853252,56835.0,11373,13.334369656458883
145,2.6350866400082027,75266.0,11374,19.197183424825703
146,2.542600295183148,88117.0,11375,19.709426427046758
147,2.1326251408337358,59910.0,11377,16.534789870886723
148,2.6534296028880866,82326.0,11378,12.481746214741372
149,2.525322603024837,89700.0,11379,19.190047644256218
150,2.4607414602557878,77044.0,11385,10.898357533920494
151,2.499393351128367,104269.0,11411,19.850534850779077
152,2.914389799635701,85235.0,11412,14.544449416905783
153,2.6467203682393556,91836.0,11413,16.307103563740732
154,3.640625,75599.0,11414,24.356750505926566
155,2.665876777251185,75476.0,11415,15.44627383015598
156,2.3776223776223775,73471.0,11416,13.033311611147315
157,2.4691358024691357,79210.0,11417,13.275131595840287
158,2.6366149266425687,73856.0,11418,13.240057346147719
159,2.5804289544235925,79589.0,11419,15.280992597226568
160,2.7001716872171064,85190.0,11420,12.535437735370033
161,2.365819209039548,77738.0,11421,12.863771624552378
162,2.6504583499402155,93397.0,11422,14.54584273775392
163,2.494331065759637,70990.0,11423,17.621563050250575
164,2.3275145469659186,102770.0,11426,20.151320344179606
165,2.510460251046025,81688.0,11427,21.274306662416322
166,2.547065337763012,77466.0,11428,20.610186585980838
167,2.5479143179255916,82532.0,11429,18.21777905638665
168,2.1251726702794604,66270.0,11432,15.74779876170623
169,3.2643957826439576,62453.0,11433,13.192883641582497
170,2.8938325194429373,65845.0,11434,15.288384725994568
171,2.44151859900294,69873.0,11435,12.841796875
172,2.7562111801242235,72962.0,11436,13.220786072276445
173,3.3437720981917365,52605.0,11691,13.283372775878693
174,3.260146373918829,53077.0,11692,14.177904795927482
175,2.8944150020383206,52946.0,11693,16.156266789469647
176,2.412038061518035,87755.0,11694,18.346034434095397
177,3.4057971014492754,116205.0,11697,22.426991777714772
